Days from today,Price
0,$384
1,$311
2,$224
3,$287
4,$214
5,$214
6,$214
7,$192
8,$209
9,$186
10,$175
11,$175
12,$203
13,$214
14,$169
15,$173
16,$248
17,$175
18,$175
19,$173
20,$187
21,$175
22,$175
23,$173
24,$173
25,$173
26,$173
27,$173
28,$186
29,$173
30,$173
31,$173
32,$173
33,$173
34,$206
35,$192
36,$175
37,$173
38,$173
39,$173
40,$173
41,$173
42,$180
43,$175
44,$173
45,$173
46,$189
47,$192
48,$192
49,$180
50,$194
51,$186
52,$192
53,$192
54,$192
55,$194
56,$192
57,$208
58,$194
59,$192
60,$192
61,$192
62,$192
63,$192
64,$214
65,$194
66,$192
67,$192
68,$192
69,$192
70,$194
71,$214
72,$192
73,$192
74,$192
75,$192
76,$192
77,$192
78,$194
79,$192
80,$186
81,$187
82,$192
83,$194
84,$192
85,$192
86,$192
87,$187
88,$187
89,$192
90,$192
91,$192
92,$192
93,$192
94,$187
95,$187
96,$192
97,$213
98,$220
99,$209
100,$192
101,$220
102,$233
103,$209
104,$209
105,$296
