Days from today,Price
0,US$273
1,US$133
2,US$133
3,US$133
4,US$273
5,US$133
6,US$133
7,US$73
8,US$73
9,US$73
10,US$93
11,US$223
12,US$133
13,US$73
14,US$68
15,US$63
16,US$63
17,US$73
18,US$93
19,US$73
20,US$68
21,US$68
22,US$63
23,US$63
24,US$73
25,US$103
26,US$73
27,US$68
28,US$68
29,US$63
30,US$63
31,US$73
32,US$103
33,US$73
34,US$68
35,US$68
36,US$63
37,US$63
38,US$73
39,US$93
40,US$73
41,US$68
42,US$68
43,US$63
44,US$63
45,US$73
46,US$93
47,US$73
48,US$68
49,US$68
50,US$63
51,US$63
52,US$83
53,US$103
54,US$93
55,US$68
56,US$68
57,US$63
58,US$63
59,US$73
60,US$93
61,US$73
62,US$68
63,US$68
64,US$63
65,US$63
66,US$73
67,US$93
68,US$73
69,US$68
70,US$68
71,US$63
72,US$63
73,US$73
74,US$93
75,US$73
76,US$68
77,US$68
78,US$63
79,US$63
80,US$73
81,US$93
82,US$73
83,US$68
84,US$68
85,US$63
86,US$63
87,US$73
88,US$83
89,US$73
90,US$73
91,US$68
92,US$73
93,US$73
94,US$73
95,US$83
96,US$83
97,US$73
98,US$73
99,US$83
100,US$93
101,US$103
102,US$73
103,US$73
104,US$83
105,US$73
106,US$73
107,US$63
108,US$68
109,US$73
110,US$63
