Days from today,Price
0,$601
1,$359
2,$296
3,$226
4,$242
5,$226
6,$242
7,$154
8,$154
9,$159
10,$194
11,$339
12,$259
13,$241
14,$207
15,$149
16,$145
17,$159
18,$159
19,$149
20,$159
21,$149
22,$145
23,$145
24,$149
25,$159
26,$149
27,$159
28,$149
29,$145
30,$149
31,$149
32,$159
33,$149
34,$159
35,$149
36,$145
37,$149
38,$160
39,$170
40,$159
41,$159
42,$159
43,$145
44,$170
45,$185
46,$170
47,$159
48,$159
49,$159
50,$145
51,$145
52,$170
53,$159
54,$159
55,$159
56,$159
57,$149
58,$149
59,$159
60,$175
61,$159
62,$159
63,$159
64,$154
65,$159
66,$170
67,$170
68,$207
69,$207
70,$161
71,$160
72,$161
73,$180
74,$159
75,$159
76,$159
77,$159
78,$159
79,$159
80,$170
81,$159
82,$159
83,$159
84,$159
85,$159
86,$159
87,$170
88,$170
89,$159
90,$159
91,$159
92,$154
93,$159
94,$170
95,$159
96,$159
97,$159
98,$159
99,$154
100,$159
101,$170
102,$170
103,$159
104,$170
105,$159
106,$159
107,$159
108,$200
109,$170
110,$159
